"","Abbreviation","State","Sex","Year","Age","ex"
"1","AL","Alabama","b",1959,"0",68.25
"2","AL","Alabama","b",1960,"0",67.91
"3","AL","Alabama","b",1961,"0",68.56
"4","AL","Alabama","b",1962,"0",68.31
"5","AL","Alabama","b",1963,"0",68
"6","AL","Alabama","b",1964,"0",68.33
"7","AL","Alabama","b",1965,"0",68.21
"8","AL","Alabama","b",1966,"0",68.26
"9","AL","Alabama","b",1967,"0",68.98
"10","AL","Alabama","b",1968,"0",68.61
"11","AL","Alabama","b",1969,"0",68.71
"12","AL","Alabama","b",1970,"0",69.15
"13","AL","Alabama","b",1971,"0",69.45
"14","AL","Alabama","b",1972,"0",69.56
"15","AL","Alabama","b",1973,"0",69.6
"16","AL","Alabama","b",1974,"0",70.18
"17","AL","Alabama","b",1975,"0",71.03
"18","AL","Alabama","b",1976,"0",71.21
"19","AL","Alabama","b",1977,"0",71.38
"20","AL","Alabama","b",1978,"0",71.91
"21","AL","Alabama","b",1979,"0",72.36
"22","AL","Alabama","b",1980,"0",72.32
"23","AL","Alabama","b",1981,"0",72.86
"24","AL","Alabama","b",1982,"0",73.31
"25","AL","Alabama","b",1983,"0",73.38
"26","AL","Alabama","b",1984,"0",73.29
"27","AL","Alabama","b",1985,"0",73.3
"28","AL","Alabama","b",1986,"0",73.28
"29","AL","Alabama","b",1987,"0",73.6
"30","AL","Alabama","b",1988,"0",73.35
"31","AL","Alabama","b",1989,"0",73.53
"32","AL","Alabama","b",1990,"0",73.66
"33","AL","Alabama","b",1991,"0",73.64
"34","AL","Alabama","b",1992,"0",74.2
"35","AL","Alabama","b",1993,"0",73.83
"36","AL","Alabama","b",1994,"0",73.94
"37","AL","Alabama","b",1995,"0",73.93
"38","AL","Alabama","b",1996,"0",74
"39","AL","Alabama","b",1997,"0",74.29
"40","AL","Alabama","b",1998,"0",74.29
"41","AL","Alabama","b",1999,"0",74.26
"42","AL","Alabama","b",2000,"0",74.42
"43","AL","Alabama","b",2001,"0",74.51
"44","AL","Alabama","b",2002,"0",74.5
"45","AL","Alabama","b",2003,"0",74.48
"46","AL","Alabama","b",2004,"0",74.63
"47","AL","Alabama","b",2005,"0",74.57
"48","AL","Alabama","b",2006,"0",74.6
"49","AL","Alabama","b",2007,"0",74.9
"50","AL","Alabama","b",2008,"0",74.97
"51","AL","Alabama","b",2009,"0",75.29
"52","AL","Alabama","b",2010,"0",75.34
"53","AL","Alabama","b",2011,"0",75.39
"54","AL","Alabama","b",2012,"0",75.42
"55","AL","Alabama","b",2013,"0",75.39
"56","AL","Alabama","b",2014,"0",75.54
"57","AL","Alabama","b",2015,"0",75.36
"58","AL","Alabama","b",2016,"0",75.19
"59","AL","Alabama","b",2017,"0",75.4
"60","AL","Alabama","b",2018,"0",75.4
"61","AK","Alaska","b",1959,"0",68.68
"62","AK","Alaska","b",1960,"0",67.23
"63","AK","Alaska","b",1961,"0",67.99
"64","AK","Alaska","b",1962,"0",67.86
"65","AK","Alaska","b",1963,"0",68.13
"66","AK","Alaska","b",1964,"0",67
"67","AK","Alaska","b",1965,"0",68.64
"68","AK","Alaska","b",1966,"0",69.21
"69","AK","Alaska","b",1967,"0",69.33
"70","AK","Alaska","b",1968,"0",69.24
"71","AK","Alaska","b",1969,"0",70.05
"72","AK","Alaska","b",1970,"0",69.22
"73","AK","Alaska","b",1971,"0",69.47
"74","AK","Alaska","b",1972,"0",70.19
"75","AK","Alaska","b",1973,"0",70.32
"76","AK","Alaska","b",1974,"0",70.83
"77","AK","Alaska","b",1975,"0",71.63
"78","AK","Alaska","b",1976,"0",71.71
"79","AK","Alaska","b",1977,"0",72.13
"80","AK","Alaska","b",1978,"0",72.12
"81","AK","Alaska","b",1979,"0",72.91
"82","AK","Alaska","b",1980,"0",72.38
"83","AK","Alaska","b",1981,"0",72.97
"84","AK","Alaska","b",1982,"0",73.48
"85","AK","Alaska","b",1983,"0",73.72
"86","AK","Alaska","b",1984,"0",74.16
"87","AK","Alaska","b",1985,"0",73.92
"88","AK","Alaska","b",1986,"0",73.88
"89","AK","Alaska","b",1987,"0",74.5
"90","AK","Alaska","b",1988,"0",74.79
"91","AK","Alaska","b",1989,"0",75.01
"92","AK","Alaska","b",1990,"0",74.96
"93","AK","Alaska","b",1991,"0",75.42
"94","AK","Alaska","b",1992,"0",75.39
"95","AK","Alaska","b",1993,"0",75.54
"96","AK","Alaska","b",1994,"0",75.68
"97","AK","Alaska","b",1995,"0",75.57
"98","AK","Alaska","b",1996,"0",75.83
"99","AK","Alaska","b",1997,"0",76.23
"100","AK","Alaska","b",1998,"0",76.8
"101","AK","Alaska","b",1999,"0",76.61
"102","AK","Alaska","b",2000,"0",76.15
"103","AK","Alaska","b",2001,"0",76.43
"104","AK","Alaska","b",2002,"0",76.89
"105","AK","Alaska","b",2003,"0",76.62
"106","AK","Alaska","b",2004,"0",77.5
"107","AK","Alaska","b",2005,"0",77.68
"108","AK","Alaska","b",2006,"0",77.34
"109","AK","Alaska","b",2007,"0",77.42
"110","AK","Alaska","b",2008,"0",77.78
"111","AK","Alaska","b",2009,"0",77.78
"112","AK","Alaska","b",2010,"0",77.92
"113","AK","Alaska","b",2011,"0",78.02
"114","AK","Alaska","b",2012,"0",78.25
"115","AK","Alaska","b",2013,"0",78.37
"116","AK","Alaska","b",2014,"0",78.33
"117","AK","Alaska","b",2015,"0",78.03
"118","AK","Alaska","b",2016,"0",77.84
"119","AK","Alaska","b",2017,"0",78.36
"120","AK","Alaska","b",2018,"0",78.78
"121","AZ","Arizona","b",1959,"0",69.43
"122","AZ","Arizona","b",1960,"0",69.25
"123","AZ","Arizona","b",1961,"0",69.44
"124","AZ","Arizona","b",1962,"0",69.38
"125","AZ","Arizona","b",1963,"0",69.21
"126","AZ","Arizona","b",1964,"0",69.67
"127","AZ","Arizona","b",1965,"0",70.45
"128","AZ","Arizona","b",1966,"0",70.13
"129","AZ","Arizona","b",1967,"0",70.72
"130","AZ","Arizona","b",1968,"0",70.45
"131","AZ","Arizona","b",1969,"0",70.8
"132","AZ","Arizona","b",1970,"0",70.9
"133","AZ","Arizona","b",1971,"0",71.05
"134","AZ","Arizona","b",1972,"0",71.87
"135","AZ","Arizona","b",1973,"0",71.97
"136","AZ","Arizona","b",1974,"0",72.52
"137","AZ","Arizona","b",1975,"0",73.28
"138","AZ","Arizona","b",1976,"0",73.68
"139","AZ","Arizona","b",1977,"0",73.89
"140","AZ","Arizona","b",1978,"0",73.89
"141","AZ","Arizona","b",1979,"0",74.31
"142","AZ","Arizona","b",1980,"0",74.17
"143","AZ","Arizona","b",1981,"0",74.79
"144","AZ","Arizona","b",1982,"0",75.25
"145","AZ","Arizona","b",1983,"0",75.49
"146","AZ","Arizona","b",1984,"0",75.29
"147","AZ","Arizona","b",1985,"0",75.53
"148","AZ","Arizona","b",1986,"0",75.54
"149","AZ","Arizona","b",1987,"0",75.46
"150","AZ","Arizona","b",1988,"0",75.66
"151","AZ","Arizona","b",1989,"0",75.93
"152","AZ","Arizona","b",1990,"0",76.23
"153","AZ","Arizona","b",1991,"0",76.37
"154","AZ","Arizona","b",1992,"0",76.32
"155","AZ","Arizona","b",1993,"0",76.07
"156","AZ","Arizona","b",1994,"0",76.21
"157","AZ","Arizona","b",1995,"0",76.41
"158","AZ","Arizona","b",1996,"0",76.61
"159","AZ","Arizona","b",1997,"0",77.02
"160","AZ","Arizona","b",1998,"0",77.05
"161","AZ","Arizona","b",1999,"0",77
"162","AZ","Arizona","b",2000,"0",77.14
"163","AZ","Arizona","b",2001,"0",77.3
"164","AZ","Arizona","b",2002,"0",77.26
"165","AZ","Arizona","b",2003,"0",77.46
"166","AZ","Arizona","b",2004,"0",77.84
"167","AZ","Arizona","b",2005,"0",77.55
"168","AZ","Arizona","b",2006,"0",77.75
"169","AZ","Arizona","b",2007,"0",78.34
"170","AZ","Arizona","b",2008,"0",78.75
"171","AZ","Arizona","b",2009,"0",79.04
"172","AZ","Arizona","b",2010,"0",79.23
"173","AZ","Arizona","b",2011,"0",79.29
"174","AZ","Arizona","b",2012,"0",79.32
"175","AZ","Arizona","b",2013,"0",79.48
"176","AZ","Arizona","b",2014,"0",79.6
"177","AZ","Arizona","b",2015,"0",79.48
"178","AZ","Arizona","b",2016,"0",79.29
"179","AZ","Arizona","b",2017,"0",79.47
"180","AZ","Arizona","b",2018,"0",79.51
"181","AR","Arkansas","b",1959,"0",70.37
"182","AR","Arkansas","b",1960,"0",69.89
"183","AR","Arkansas","b",1961,"0",70.47
"184","AR","Arkansas","b",1962,"0",69.77
"185","AR","Arkansas","b",1963,"0",69.57
"186","AR","Arkansas","b",1964,"0",69.83
"187","AR","Arkansas","b",1965,"0",70.29
"188","AR","Arkansas","b",1966,"0",70.42
"189","AR","Arkansas","b",1967,"0",70.65
"190","AR","Arkansas","b",1968,"0",70.01
"191","AR","Arkansas","b",1969,"0",70.32
"192","AR","Arkansas","b",1970,"0",70.75
"193","AR","Arkansas","b",1971,"0",70.94
"194","AR","Arkansas","b",1972,"0",70.9
"195","AR","Arkansas","b",1973,"0",71.03
"196","AR","Arkansas","b",1974,"0",71.43
"197","AR","Arkansas","b",1975,"0",72
"198","AR","Arkansas","b",1976,"0",72.72
"199","AR","Arkansas","b",1977,"0",73.07
"200","AR","Arkansas","b",1978,"0",72.95
"201","AR","Arkansas","b",1979,"0",73.72
"202","AR","Arkansas","b",1980,"0",73.34
"203","AR","Arkansas","b",1981,"0",73.88
"204","AR","Arkansas","b",1982,"0",74.17
"205","AR","Arkansas","b",1983,"0",74.04
"206","AR","Arkansas","b",1984,"0",73.99
"207","AR","Arkansas","b",1985,"0",73.85
"208","AR","Arkansas","b",1986,"0",74.15
"209","AR","Arkansas","b",1987,"0",74.06
"210","AR","Arkansas","b",1988,"0",73.98
"211","AR","Arkansas","b",1989,"0",74.22
"212","AR","Arkansas","b",1990,"0",74.35
"213","AR","Arkansas","b",1991,"0",74.3
"214","AR","Arkansas","b",1992,"0",74.6
"215","AR","Arkansas","b",1993,"0",74.17
"216","AR","Arkansas","b",1994,"0",74.44
"217","AR","Arkansas","b",1995,"0",74.55
"218","AR","Arkansas","b",1996,"0",74.82
"219","AR","Arkansas","b",1997,"0",74.43
"220","AR","Arkansas","b",1998,"0",74.84
"221","AR","Arkansas","b",1999,"0",74.95
"222","AR","Arkansas","b",2000,"0",74.78
"223","AR","Arkansas","b",2001,"0",75.05
"224","AR","Arkansas","b",2002,"0",74.82
"225","AR","Arkansas","b",2003,"0",75.15
"226","AR","Arkansas","b",2004,"0",75.27
"227","AR","Arkansas","b",2005,"0",75.34
"228","AR","Arkansas","b",2006,"0",75.45
"229","AR","Arkansas","b",2007,"0",75.65
"230","AR","Arkansas","b",2008,"0",75.34
"231","AR","Arkansas","b",2009,"0",75.73
"232","AR","Arkansas","b",2010,"0",75.99
"233","AR","Arkansas","b",2011,"0",75.89
"234","AR","Arkansas","b",2012,"0",75.83
"235","AR","Arkansas","b",2013,"0",75.88
"236","AR","Arkansas","b",2014,"0",75.97
"237","AR","Arkansas","b",2015,"0",75.7
"238","AR","Arkansas","b",2016,"0",75.76
"239","AR","Arkansas","b",2017,"0",75.62
"240","AR","Arkansas","b",2018,"0",76
"241","CA","California","b",1959,"0",71.18
"242","CA","California","b",1960,"0",70.83
"243","CA","California","b",1961,"0",71.07
"244","CA","California","b",1962,"0",71.09
"245","CA","California","b",1963,"0",70.88
"246","CA","California","b",1964,"0",70.96
"247","CA","California","b",1965,"0",71.1
"248","CA","California","b",1966,"0",71.1
"249","CA","California","b",1967,"0",71.45
"250","CA","California","b",1968,"0",71.51
"251","CA","California","b",1969,"0",71.44
"252","CA","California","b",1970,"0",71.8
"253","CA","California","b",1971,"0",72.01
"254","CA","California","b",1972,"0",72.29
"255","CA","California","b",1973,"0",72.52
"256","CA","California","b",1974,"0",73.03
"257","CA","California","b",1975,"0",73.35
"258","CA","California","b",1976,"0",73.76
"259","CA","California","b",1977,"0",74.18
"260","CA","California","b",1978,"0",74.21
"261","CA","California","b",1979,"0",74.54
"262","CA","California","b",1980,"0",74.33
"263","CA","California","b",1981,"0",74.83
"264","CA","California","b",1982,"0",75.01
"265","CA","California","b",1983,"0",75.35
"266","CA","California","b",1984,"0",75.23
"267","CA","California","b",1985,"0",75.14
"268","CA","California","b",1986,"0",75.29
"269","CA","California","b",1987,"0",75.3
"270","CA","California","b",1988,"0",75.27
"271","CA","California","b",1989,"0",75.43
"272","CA","California","b",1990,"0",75.82
"273","CA","California","b",1991,"0",76.07
"274","CA","California","b",1992,"0",76.32
"275","CA","California","b",1993,"0",76.25
"276","CA","California","b",1994,"0",76.38
"277","CA","California","b",1995,"0",76.64
"278","CA","California","b",1996,"0",77.1
"279","CA","California","b",1997,"0",77.44
"280","CA","California","b",1998,"0",77.65
"281","CA","California","b",1999,"0",77.87
"282","CA","California","b",2000,"0",78.09
"283","CA","California","b",2001,"0",78.14
"284","CA","California","b",2002,"0",78.37
"285","CA","California","b",2003,"0",78.4
"286","CA","California","b",2004,"0",78.91
"287","CA","California","b",2005,"0",78.93
"288","CA","California","b",2006,"0",79.17
"289","CA","California","b",2007,"0",79.57
"290","CA","California","b",2008,"0",79.88
"291","CA","California","b",2009,"0",80.23
"292","CA","California","b",2010,"0",80.57
"293","CA","California","b",2011,"0",80.63
"294","CA","California","b",2012,"0",80.84
"295","CA","California","b",2013,"0",80.87
"296","CA","California","b",2014,"0",81.24
"297","CA","California","b",2015,"0",80.98
"298","CA","California","b",2016,"0",81.08
"299","CA","California","b",2017,"0",81.14
"300","CA","California","b",2018,"0",81.34
"301","CO","Colorado","b",1959,"0",70.88
"302","CO","Colorado","b",1960,"0",70.9
"303","CO","Colorado","b",1961,"0",71.22
"304","CO","Colorado","b",1962,"0",70.94
"305","CO","Colorado","b",1963,"0",71.05
"306","CO","Colorado","b",1964,"0",71.02
"307","CO","Colorado","b",1965,"0",71.5
"308","CO","Colorado","b",1966,"0",71.68
"309","CO","Colorado","b",1967,"0",72.01
"310","CO","Colorado","b",1968,"0",71.32
"311","CO","Colorado","b",1969,"0",72.13
"312","CO","Colorado","b",1970,"0",72.13
"313","CO","Colorado","b",1971,"0",72.35
"314","CO","Colorado","b",1972,"0",72.81
"315","CO","Colorado","b",1973,"0",72.66
"316","CO","Colorado","b",1974,"0",73.48
"317","CO","Colorado","b",1975,"0",74.16
"318","CO","Colorado","b",1976,"0",74.26
"319","CO","Colorado","b",1977,"0",74.76
"320","CO","Colorado","b",1978,"0",74.89
"321","CO","Colorado","b",1979,"0",75.29
"322","CO","Colorado","b",1980,"0",75.42
"323","CO","Colorado","b",1981,"0",75.5
"324","CO","Colorado","b",1982,"0",75.85
"325","CO","Colorado","b",1983,"0",76.23
"326","CO","Colorado","b",1984,"0",76.14
"327","CO","Colorado","b",1985,"0",76.53
"328","CO","Colorado","b",1986,"0",76.43
"329","CO","Colorado","b",1987,"0",76.59
"330","CO","Colorado","b",1988,"0",76.77
"331","CO","Colorado","b",1989,"0",77.16
"332","CO","Colorado","b",1990,"0",77.21
"333","CO","Colorado","b",1991,"0",77.01
"334","CO","Colorado","b",1992,"0",77.53
"335","CO","Colorado","b",1993,"0",77.27
"336","CO","Colorado","b",1994,"0",77.45
"337","CO","Colorado","b",1995,"0",77.52
"338","CO","Colorado","b",1996,"0",77.7
"339","CO","Colorado","b",1997,"0",78.04
"340","CO","Colorado","b",1998,"0",77.98
"341","CO","Colorado","b",1999,"0",78.11
"342","CO","Colorado","b",2000,"0",78.36
"343","CO","Colorado","b",2001,"0",78.34
"344","CO","Colorado","b",2002,"0",78.3
"345","CO","Colorado","b",2003,"0",78.4
"346","CO","Colorado","b",2004,"0",79.11
"347","CO","Colorado","b",2005,"0",78.99
"348","CO","Colorado","b",2006,"0",79.4
"349","CO","Colorado","b",2007,"0",79.61
"350","CO","Colorado","b",2008,"0",79.45
"351","CO","Colorado","b",2009,"0",79.75
"352","CO","Colorado","b",2010,"0",80.1
"353","CO","Colorado","b",2011,"0",80.13
"354","CO","Colorado","b",2012,"0",80.35
"355","CO","Colorado","b",2013,"0",80.45
"356","CO","Colorado","b",2014,"0",80.3
"357","CO","Colorado","b",2015,"0",80.31
"358","CO","Colorado","b",2016,"0",80.14
"359","CO","Colorado","b",2017,"0",80.31
"360","CO","Colorado","b",2018,"0",80.47
"361","CT","Connecticut","b",1959,"0",71.09
"362","CT","Connecticut","b",1960,"0",71.05
"363","CT","Connecticut","b",1961,"0",71.41
"364","CT","Connecticut","b",1962,"0",71.11
"365","CT","Connecticut","b",1963,"0",70.99
"366","CT","Connecticut","b",1964,"0",71.48
"367","CT","Connecticut","b",1965,"0",71.44
"368","CT","Connecticut","b",1966,"0",71.47
"369","CT","Connecticut","b",1967,"0",71.73
"370","CT","Connecticut","b",1968,"0",71.64
"371","CT","Connecticut","b",1969,"0",72.18
"372","CT","Connecticut","b",1970,"0",72.57
"373","CT","Connecticut","b",1971,"0",72.9
"374","CT","Connecticut","b",1972,"0",72.99
"375","CT","Connecticut","b",1973,"0",73.22
"376","CT","Connecticut","b",1974,"0",73.65
"377","CT","Connecticut","b",1975,"0",74.02
"378","CT","Connecticut","b",1976,"0",74.31
"379","CT","Connecticut","b",1977,"0",74.73
"380","CT","Connecticut","b",1978,"0",74.89
"381","CT","Connecticut","b",1979,"0",75.18
"382","CT","Connecticut","b",1980,"0",74.93
"383","CT","Connecticut","b",1981,"0",75.39
"384","CT","Connecticut","b",1982,"0",75.6
"385","CT","Connecticut","b",1983,"0",75.9
"386","CT","Connecticut","b",1984,"0",75.86
"387","CT","Connecticut","b",1985,"0",75.91
"388","CT","Connecticut","b",1986,"0",76.11
"389","CT","Connecticut","b",1987,"0",76.26
"390","CT","Connecticut","b",1988,"0",76.28
"391","CT","Connecticut","b",1989,"0",76.47
"392","CT","Connecticut","b",1990,"0",77.12
"393","CT","Connecticut","b",1991,"0",77.19
"394","CT","Connecticut","b",1992,"0",77.32
"395","CT","Connecticut","b",1993,"0",77.08
"396","CT","Connecticut","b",1994,"0",77.02
"397","CT","Connecticut","b",1995,"0",77.3
"398","CT","Connecticut","b",1996,"0",77.57
"399","CT","Connecticut","b",1997,"0",77.92
"400","CT","Connecticut","b",1998,"0",78.03
"401","CT","Connecticut","b",1999,"0",78.44
"402","CT","Connecticut","b",2000,"0",78.25
"403","CT","Connecticut","b",2001,"0",78.62
"404","CT","Connecticut","b",2002,"0",78.73
"405","CT","Connecticut","b",2003,"0",79.1
"406","CT","Connecticut","b",2004,"0",79.35
"407","CT","Connecticut","b",2005,"0",79.52
"408","CT","Connecticut","b",2006,"0",79.7
"409","CT","Connecticut","b",2007,"0",80.07
"410","CT","Connecticut","b",2008,"0",80.28
"411","CT","Connecticut","b",2009,"0",80.51
"412","CT","Connecticut","b",2010,"0",80.71
"413","CT","Connecticut","b",2011,"0",80.7
"414","CT","Connecticut","b",2012,"0",80.88
"415","CT","Connecticut","b",2013,"0",80.96
"416","CT","Connecticut","b",2014,"0",81.1
"417","CT","Connecticut","b",2015,"0",80.82
"418","CT","Connecticut","b",2016,"0",80.87
"419","CT","Connecticut","b",2017,"0",80.7
"420","CT","Connecticut","b",2018,"0",80.86
"421","DE","Delaware","b",1959,"0",69.65
"422","DE","Delaware","b",1960,"0",69.08
"423","DE","Delaware","b",1961,"0",69.87
"424","DE","Delaware","b",1962,"0",69.72
"425","DE","Delaware","b",1963,"0",69.58
"426","DE","Delaware","b",1964,"0",69.72
"427","DE","Delaware","b",1965,"0",69.61
"428","DE","Delaware","b",1966,"0",69.19
"429","DE","Delaware","b",1967,"0",69.77
"430","DE","Delaware","b",1968,"0",69.31
"431","DE","Delaware","b",1969,"0",69.8
"432","DE","Delaware","b",1970,"0",69.92
"433","DE","Delaware","b",1971,"0",70.93
"434","DE","Delaware","b",1972,"0",70.65
"435","DE","Delaware","b",1973,"0",71.06
"436","DE","Delaware","b",1974,"0",71.21
"437","DE","Delaware","b",1975,"0",72.42
"438","DE","Delaware","b",1976,"0",72.74
"439","DE","Delaware","b",1977,"0",73.22
"440","DE","Delaware","b",1978,"0",72.92
"441","DE","Delaware","b",1979,"0",73.17
"442","DE","Delaware","b",1980,"0",73.15
"443","DE","Delaware","b",1981,"0",73.6
"444","DE","Delaware","b",1982,"0",73.7
"445","DE","Delaware","b",1983,"0",74.58
"446","DE","Delaware","b",1984,"0",74.61
"447","DE","Delaware","b",1985,"0",73.93
"448","DE","Delaware","b",1986,"0",74.11
"449","DE","Delaware","b",1987,"0",74.39
"450","DE","Delaware","b",1988,"0",74.26
"451","DE","Delaware","b",1989,"0",74.37
"452","DE","Delaware","b",1990,"0",75.03
"453","DE","Delaware","b",1991,"0",75.1
"454","DE","Delaware","b",1992,"0",75.49
"455","DE","Delaware","b",1993,"0",75.42
"456","DE","Delaware","b",1994,"0",75.33
"457","DE","Delaware","b",1995,"0",75.78
"458","DE","Delaware","b",1996,"0",75.74
"459","DE","Delaware","b",1997,"0",76.16
"460","DE","Delaware","b",1998,"0",76.34
"461","DE","Delaware","b",1999,"0",76.69
"462","DE","Delaware","b",2000,"0",76.39
"463","DE","Delaware","b",2001,"0",76.19
"464","DE","Delaware","b",2002,"0",77.05
"465","DE","Delaware","b",2003,"0",76.99
"466","DE","Delaware","b",2004,"0",77.09
"467","DE","Delaware","b",2005,"0",77.16
"468","DE","Delaware","b",2006,"0",77.69
"469","DE","Delaware","b",2007,"0",78.01
"470","DE","Delaware","b",2008,"0",77.66
"471","DE","Delaware","b",2009,"0",78.17
"472","DE","Delaware","b",2010,"0",78.24
"473","DE","Delaware","b",2011,"0",78.28
"474","DE","Delaware","b",2012,"0",78.61
"475","DE","Delaware","b",2013,"0",78.9
"476","DE","Delaware","b",2014,"0",78.88
"477","DE","Delaware","b",2015,"0",78.47
"478","DE","Delaware","b",2016,"0",78.39
"479","DE","Delaware","b",2017,"0",78.28
"480","DE","Delaware","b",2018,"0",78.19
"481","DC","District of Columbia","b",1959,"0",66.1
"482","DC","District of Columbia","b",1960,"0",66.32
"483","DC","District of Columbia","b",1961,"0",66.54
"484","DC","District of Columbia","b",1962,"0",66.63
"485","DC","District of Columbia","b",1963,"0",65.98
"486","DC","District of Columbia","b",1964,"0",65.84
"487","DC","District of Columbia","b",1965,"0",65.94
"488","DC","District of Columbia","b",1966,"0",65.47
"489","DC","District of Columbia","b",1967,"0",65.95
"490","DC","District of Columbia","b",1968,"0",65.94
"491","DC","District of Columbia","b",1969,"0",65.43
"492","DC","District of Columbia","b",1970,"0",65.15
"493","DC","District of Columbia","b",1971,"0",65.65
"494","DC","District of Columbia","b",1972,"0",66.12
"495","DC","District of Columbia","b",1973,"0",66.82
"496","DC","District of Columbia","b",1974,"0",66.99
"497","DC","District of Columbia","b",1975,"0",67.43
"498","DC","District of Columbia","b",1976,"0",68.31
"499","DC","District of Columbia","b",1977,"0",68.27
"500","DC","District of Columbia","b",1978,"0",68.75
"501","DC","District of Columbia","b",1979,"0",69.32
"502","DC","District of Columbia","b",1980,"0",68.85
"503","DC","District of Columbia","b",1981,"0",68.84
"504","DC","District of Columbia","b",1982,"0",69.93
"505","DC","District of Columbia","b",1983,"0",70.15
"506","DC","District of Columbia","b",1984,"0",69.75
"507","DC","District of Columbia","b",1985,"0",69.5
"508","DC","District of Columbia","b",1986,"0",68.77
"509","DC","District of Columbia","b",1987,"0",68.36
"510","DC","District of Columbia","b",1988,"0",67.46
"511","DC","District of Columbia","b",1989,"0",67
"512","DC","District of Columbia","b",1990,"0",67.44
"513","DC","District of Columbia","b",1991,"0",67.53
"514","DC","District of Columbia","b",1992,"0",67.71
"515","DC","District of Columbia","b",1993,"0",67.49
"516","DC","District of Columbia","b",1994,"0",67.22
"517","DC","District of Columbia","b",1995,"0",68.1
"518","DC","District of Columbia","b",1996,"0",68.85
"519","DC","District of Columbia","b",1997,"0",70.67
"520","DC","District of Columbia","b",1998,"0",71.38
"521","DC","District of Columbia","b",1999,"0",71.58
"522","DC","District of Columbia","b",2000,"0",72.07
"523","DC","District of Columbia","b",2001,"0",72.31
"524","DC","District of Columbia","b",2002,"0",72.54
"525","DC","District of Columbia","b",2003,"0",73.24
"526","DC","District of Columbia","b",2004,"0",73.48
"527","DC","District of Columbia","b",2005,"0",73.47
"528","DC","District of Columbia","b",2006,"0",73.98
"529","DC","District of Columbia","b",2007,"0",74.53
"530","DC","District of Columbia","b",2008,"0",74.72
"531","DC","District of Columbia","b",2009,"0",76
"532","DC","District of Columbia","b",2010,"0",76.93
"533","DC","District of Columbia","b",2011,"0",77.75
"534","DC","District of Columbia","b",2012,"0",77.99
"535","DC","District of Columbia","b",2013,"0",78.32
"536","DC","District of Columbia","b",2014,"0",78.42
"537","DC","District of Columbia","b",2015,"0",78.19
"538","DC","District of Columbia","b",2016,"0",77.95
"539","DC","District of Columbia","b",2017,"0",78.36
"540","DC","District of Columbia","b",2018,"0",78.52
"541","FL","Florida","b",1959,"0",70.34
"542","FL","Florida","b",1960,"0",69.87
"543","FL","Florida","b",1961,"0",70.45
"544","FL","Florida","b",1962,"0",70.15
"545","FL","Florida","b",1963,"0",70.15
"546","FL","Florida","b",1964,"0",70.45
"547","FL","Florida","b",1965,"0",70.53
"548","FL","Florida","b",1966,"0",70.51
"549","FL","Florida","b",1967,"0",71.03
"550","FL","Florida","b",1968,"0",70.48
"551","FL","Florida","b",1969,"0",70.49
"552","FL","Florida","b",1970,"0",70.75
"553","FL","Florida","b",1971,"0",71.32
"554","FL","Florida","b",1972,"0",71.3
"555","FL","Florida","b",1973,"0",71.26
"556","FL","Florida","b",1974,"0",72.15
"557","FL","Florida","b",1975,"0",73.03
"558","FL","Florida","b",1976,"0",73.5
"559","FL","Florida","b",1977,"0",73.71
"560","FL","Florida","b",1978,"0",73.93
"561","FL","Florida","b",1979,"0",74.09
"562","FL","Florida","b",1980,"0",73.82
"563","FL","Florida","b",1981,"0",74.03
"564","FL","Florida","b",1982,"0",74.74
"565","FL","Florida","b",1983,"0",74.91
"566","FL","Florida","b",1984,"0",75.17
"567","FL","Florida","b",1985,"0",74.96
"568","FL","Florida","b",1986,"0",75.17
"569","FL","Florida","b",1987,"0",75.24
"570","FL","Florida","b",1988,"0",75.13
"571","FL","Florida","b",1989,"0",75.41
"572","FL","Florida","b",1990,"0",75.66
"573","FL","Florida","b",1991,"0",75.96
"574","FL","Florida","b",1992,"0",76.16
"575","FL","Florida","b",1993,"0",75.88
"576","FL","Florida","b",1994,"0",75.97
"577","FL","Florida","b",1995,"0",75.99
"578","FL","Florida","b",1996,"0",76.52
"579","FL","Florida","b",1997,"0",76.9
"580","FL","Florida","b",1998,"0",76.99
"581","FL","Florida","b",1999,"0",76.91
"582","FL","Florida","b",2000,"0",76.97
"583","FL","Florida","b",2001,"0",77.04
"584","FL","Florida","b",2002,"0",77.21
"585","FL","Florida","b",2003,"0",77.33
"586","FL","Florida","b",2004,"0",77.58
"587","FL","Florida","b",2005,"0",77.71
"588","FL","Florida","b",2006,"0",77.92
"589","FL","Florida","b",2007,"0",78.29
"590","FL","Florida","b",2008,"0",78.45
"591","FL","Florida","b",2009,"0",78.79
"592","FL","Florida","b",2010,"0",78.97
"593","FL","Florida","b",2011,"0",79.29
"594","FL","Florida","b",2012,"0",79.52
"595","FL","Florida","b",2013,"0",79.63
"596","FL","Florida","b",2014,"0",79.63
"597","FL","Florida","b",2015,"0",79.53
"598","FL","Florida","b",2016,"0",79.37
"599","FL","Florida","b",2017,"0",79.42
"600","FL","Florida","b",2018,"0",79.72
"601","GA","Georgia","b",1959,"0",67.91
"602","GA","Georgia","b",1960,"0",67.5
"603","GA","Georgia","b",1961,"0",68.35
"604","GA","Georgia","b",1962,"0",68
"605","GA","Georgia","b",1963,"0",67.66
