Abbreviation,State,Sex,Year,Age,ex
MO,Missouri,b,1971,0,71.14
MO,Missouri,b,1972,0,71.19
MO,Missouri,b,1973,0,71.3
MO,Missouri,b,1974,0,71.91
MO,Missouri,b,1975,0,72.43
MO,Missouri,b,1976,0,72.68
MO,Missouri,b,1977,0,73
MO,Missouri,b,1991,0,75.25
MO,Missouri,b,1992,0,75.51
MO,Missouri,b,1993,0,75.18
MO,Missouri,b,1994,0,75.23
MO,Missouri,b,1995,0,75.33
MO,Missouri,b,1996,0,75.67
MO,Missouri,b,1997,0,75.77
MO,Missouri,b,1998,0,75.82
MO,Missouri,b,1999,0,75.78
MO,Missouri,b,2000,0,76.08
MO,Missouri,b,2001,0,76.18
MO,Missouri,b,2002,0,76.03
MO,Missouri,b,2003,0,76.25
MO,Missouri,b,2004,0,76.66
MO,Missouri,b,2005,0,76.64
MO,Missouri,b,2006,0,76.74
MO,Missouri,b,2007,0,77.13
MO,Missouri,b,2008,0,76.86
MO,Missouri,b,2009,0,77.32
MO,Missouri,b,2010,0,77.42
MO,Missouri,b,2011,0,77.48
MO,Missouri,b,2012,0,77.63
MO,Missouri,b,2013,0,77.59
MO,Missouri,b,2014,0,77.58
MO,Missouri,b,2015,0,77.34
MO,Missouri,b,2016,0,77.36
MO,Missouri,b,2017,0,77.17
MO,Missouri,b,2018,0,76.99
MO,Missouri,b,1979,0,73.72
MO,Missouri,b,1980,0,73.62
MO,Missouri,b,1981,0,74.06
MO,Missouri,b,1982,0,74.46
MO,Missouri,b,1983,0,74.49
MO,Missouri,b,1984,0,74.73
MO,Missouri,b,1985,0,74.69
MO,Missouri,b,1986,0,74.76
MO,Missouri,b,1987,0,74.84
MO,Missouri,b,1988,0,74.98
MO,Missouri,b,1989,0,75.17
MO,Missouri,b,1990,0,75.29
MS,Mississippi,b,2013,0,74.72
MS,Mississippi,b,2014,0,74.91
MS,Mississippi,b,2011,0,74.81
MS,Mississippi,b,2012,0,75.06
MS,Mississippi,b,2017,0,74.74
MS,Mississippi,b,2018,0,74.89
MS,Mississippi,b,2015,0,74.64
MS,Mississippi,b,2016,0,74.74
MS,Mississippi,b,1979,0,71.86
MS,Mississippi,b,1980,0,71.8
MS,Mississippi,b,1981,0,72.28
MS,Mississippi,b,1982,0,72.63
MS,Mississippi,b,1983,0,72.65
MS,Mississippi,b,1984,0,72.81
MS,Mississippi,b,1985,0,72.67
MS,Mississippi,b,1986,0,72.91
MS,Mississippi,b,1987,0,72.87
MS,Mississippi,b,1988,0,73.14
MS,Mississippi,b,1989,0,72.85
MS,Mississippi,b,1990,0,73.07
MS,Mississippi,b,1991,0,73.07
MS,Mississippi,b,1992,0,73.22
MS,Mississippi,b,1993,0,72.95
MS,Mississippi,b,1994,0,72.95
MS,Mississippi,b,1995,0,73.07
MS,Mississippi,b,1996,0,73.43
MS,Mississippi,b,1997,0,73.38
MS,Mississippi,b,1998,0,73.43
MS,Mississippi,b,1959,0,67.83
MS,Mississippi,b,1960,0,67.63
MS,Mississippi,b,1961,0,68.29
MS,Mississippi,b,1962,0,67.54
MS,Mississippi,b,1963,0,67.22
MS,Mississippi,b,1964,0,67.76
MS,Mississippi,b,1965,0,67.88
MS,Mississippi,b,1966,0,67.55
MS,Mississippi,b,1967,0,68.04
MS,Mississippi,b,1968,0,67.66
MS,Mississippi,b,1969,0,67.65
MS,Mississippi,b,1970,0,68.36
MS,Mississippi,b,1971,0,68.64
MS,Mississippi,b,1972,0,68.92
MS,Mississippi,b,1973,0,69.07
MS,Mississippi,b,1974,0,70.09
MS,Mississippi,b,1975,0,70.59
MS,Mississippi,b,1976,0,70.81
MS,Mississippi,b,1977,0,71.23
MS,Mississippi,b,1978,0,71.37
MS,Mississippi,b,2005,0,73.71
MS,Mississippi,b,2006,0,73.97
MS,Mississippi,b,2007,0,74.38
MS,Mississippi,b,2008,0,74.4
MS,Mississippi,b,2009,0,74.85
MS,Mississippi,b,2010,0,74.82
MS,Mississippi,b,2002,0,73.59
MS,Mississippi,b,1999,0,73.44
MS,Mississippi,b,2000,0,73.39
MS,Mississippi,b,2001,0,73.7
MS,Mississippi,b,2003,0,73.8
MS,Mississippi,b,2004,0,74.13
MT,Montana,b,1963,0,70.19
MT,Montana,b,1964,0,69.57
MT,Montana,b,1965,0,70.16
MT,Montana,b,1962,0,70.31
MT,Montana,b,1967,0,70.37
MT,Montana,b,1968,0,70.89
MT,Montana,b,1969,0,70.48
MT,Montana,b,1966,0,69.99
MT,Montana,b,1971,0,70.65
MT,Montana,b,1972,0,70.79
MT,Montana,b,1973,0,71.15
MT,Montana,b,1974,0,72.26
MT,Montana,b,1975,0,72.61
MT,Montana,b,1976,0,72.4
MT,Montana,b,1977,0,73.46
MT,Montana,b,1978,0,73.97
MT,Montana,b,1979,0,74.15
MT,Montana,b,1980,0,73.81
MT,Montana,b,1981,0,74.07
MT,Montana,b,1982,0,74.65
MT,Montana,b,1970,0,70.79
MT,Montana,b,1984,0,75.28
MT,Montana,b,1985,0,75.56
MT,Montana,b,1986,0,75.58
MT,Montana,b,1987,0,76
MT,Montana,b,1988,0,76.28
MT,Montana,b,1989,0,76.23
MT,Montana,b,1990,0,76.36
MT,Montana,b,1991,0,76.47
MT,Montana,b,1992,0,76.63
MT,Montana,b,1993,0,76.41
MT,Montana,b,1994,0,76.89
MT,Montana,b,1995,0,76.66
MT,Montana,b,1996,0,76.9
MT,Montana,b,1997,0,77.08
MT,Montana,b,1998,0,77.23
MT,Montana,b,1999,0,77.16
MT,Montana,b,2000,0,77.29
MT,Montana,b,2001,0,77.48
MT,Montana,b,2002,0,77.12
MT,Montana,b,2003,0,77.23
MT,Montana,b,2004,0,78.13
MT,Montana,b,2005,0,77.68
MT,Montana,b,2006,0,78.04
MT,Montana,b,2007,0,78.19
MT,Montana,b,2008,0,77.97
MT,Montana,b,2009,0,78.29
MT,Montana,b,2010,0,78.57
MT,Montana,b,2011,0,78.42
MT,Montana,b,2012,0,78.88
MT,Montana,b,2013,0,78.4
MT,Montana,b,2014,0,78.91
MT,Montana,b,2015,0,78.12
MT,Montana,b,2016,0,78.5
MT,Montana,b,2017,0,78.61
MT,Montana,b,2018,0,79.05
MT,Montana,b,1983,0,74.98
MT,Montana,b,1960,0,69.56
MT,Montana,b,1961,0,69.95
MT,Montana,b,1959,0,69.25
NC,North Carolina,b,1992,0,75
NC,North Carolina,b,1960,0,68.17
NC,North Carolina,b,1961,0,68.8
NC,North Carolina,b,1962,0,68.63
NC,North Carolina,b,1959,0,68.61
NC,North Carolina,b,1963,0,68.41
NC,North Carolina,b,1964,0,68.72
NC,North Carolina,b,1965,0,68.61
NC,North Carolina,b,1993,0,74.79
NC,North Carolina,b,1994,0,74.96
NC,North Carolina,b,1995,0,75.1
NC,North Carolina,b,1969,0,68.78
NC,North Carolina,b,1970,0,69.26
NC,North Carolina,b,1971,0,69.75
NC,North Carolina,b,1972,0,69.37
NC,North Carolina,b,1973,0,69.73
NC,North Carolina,b,1974,0,70.7
NC,North Carolina,b,1975,0,71.26
NC,North Carolina,b,1976,0,71.72
NC,North Carolina,b,1977,0,72
NC,North Carolina,b,1978,0,72.27
NC,North Carolina,b,1966,0,68.63
NC,North Carolina,b,1967,0,68.98
NC,North Carolina,b,1968,0,68.68
NC,North Carolina,b,1982,0,73.79
NC,North Carolina,b,1983,0,73.94
NC,North Carolina,b,1984,0,74.06
NC,North Carolina,b,1985,0,74.01
NC,North Carolina,b,1986,0,73.93
NC,North Carolina,b,1987,0,74.11
NC,North Carolina,b,1988,0,73.93
NC,North Carolina,b,1989,0,74.26
NC,North Carolina,b,1990,0,74.7
NC,North Carolina,b,1991,0,74.76
NC,North Carolina,b,2005,0,76.62
NC,North Carolina,b,2006,0,76.88
NC,North Carolina,b,2007,0,77.05
NC,North Carolina,b,2008,0,77.3
NC,North Carolina,b,1996,0,75.22
NC,North Carolina,b,1997,0,75.67
NC,North Carolina,b,1998,0,75.66
NC,North Carolina,b,1999,0,75.71
NC,North Carolina,b,2000,0,75.6
NC,North Carolina,b,2001,0,76.02
NC,North Carolina,b,2002,0,76.2
NC,North Carolina,b,2003,0,76.23
NC,North Carolina,b,2004,0,76.56
NC,North Carolina,b,2018,0,78.05
NC,North Carolina,b,1979,0,72.92
NC,North Carolina,b,1980,0,72.95
NC,North Carolina,b,1981,0,73.22
NC,North Carolina,b,2009,0,77.62
NC,North Carolina,b,2010,0,77.82
NC,North Carolina,b,2011,0,77.95
NC,North Carolina,b,2012,0,78
NC,North Carolina,b,2013,0,78.12
NC,North Carolina,b,2014,0,78.09
NC,North Carolina,b,2015,0,77.88
NC,North Carolina,b,2016,0,77.86
NC,North Carolina,b,2017,0,77.78
ND,North Dakota,b,2015,0,79.53
ND,North Dakota,b,2016,0,79.74
ND,North Dakota,b,2017,0,79.81
ND,North Dakota,b,2018,0,79.83
ND,North Dakota,b,1963,0,71.91
ND,North Dakota,b,1964,0,72.03
ND,North Dakota,b,1965,0,72.16
ND,North Dakota,b,1966,0,71.88
ND,North Dakota,b,1967,0,72.84
ND,North Dakota,b,1968,0,72.75
ND,North Dakota,b,1969,0,72.58
ND,North Dakota,b,1970,0,72.99
ND,North Dakota,b,1971,0,73.07
ND,North Dakota,b,1972,0,73.49
ND,North Dakota,b,1973,0,73.23
ND,North Dakota,b,1974,0,73.35
ND,North Dakota,b,1975,0,74.22
ND,North Dakota,b,1976,0,74.64
ND,North Dakota,b,1977,0,75.46
ND,North Dakota,b,1978,0,74.77
ND,North Dakota,b,1979,0,75.79
ND,North Dakota,b,1980,0,75.61
ND,North Dakota,b,1981,0,76
ND,North Dakota,b,1982,0,76.65
ND,North Dakota,b,1983,0,76.8
ND,North Dakota,b,1984,0,76.79
ND,North Dakota,b,1985,0,77.06
ND,North Dakota,b,1986,0,77.9
ND,North Dakota,b,1987,0,77.41
ND,North Dakota,b,1988,0,77.19
ND,North Dakota,b,1989,0,77.75
ND,North Dakota,b,1990,0,77.49
ND,North Dakota,b,1991,0,77.83
ND,North Dakota,b,1992,0,77.95
ND,North Dakota,b,1993,0,77.95
ND,North Dakota,b,1994,0,77.88
ND,North Dakota,b,1995,0,77.86
ND,North Dakota,b,1996,0,78.13
ND,North Dakota,b,1997,0,78.44
ND,North Dakota,b,1998,0,78.22
ND,North Dakota,b,1999,0,78.21
ND,North Dakota,b,2000,0,78.77
ND,North Dakota,b,2001,0,78.42
ND,North Dakota,b,2002,0,78.9
ND,North Dakota,b,2003,0,78.44
ND,North Dakota,b,2004,0,79.71
ND,North Dakota,b,2005,0,79.45
ND,North Dakota,b,2006,0,79.3
ND,North Dakota,b,2007,0,79.83
ND,North Dakota,b,2008,0,79.54
ND,North Dakota,b,2009,0,79.4
ND,North Dakota,b,2010,0,79.67
ND,North Dakota,b,2011,0,79.71
ND,North Dakota,b,2012,0,79.64
ND,North Dakota,b,2013,0,79.43
ND,North Dakota,b,2014,0,79.87
ND,North Dakota,b,1959,0,71.65
ND,North Dakota,b,1960,0,71.51
ND,North Dakota,b,1961,0,72.27
ND,North Dakota,b,1962,0,71.98
NE,Nebraska,b,1963,0,72.09
NE,Nebraska,b,1961,0,72.19
NE,Nebraska,b,1962,0,72.21
NE,Nebraska,b,1967,0,72.58
NE,Nebraska,b,1960,0,71.97
NE,Nebraska,b,1965,0,71.98
NE,Nebraska,b,1966,0,72.21
NE,Nebraska,b,1971,0,72.74
NE,Nebraska,b,1972,0,72.92
NE,Nebraska,b,1973,0,73.39
NE,Nebraska,b,1974,0,73.59
NE,Nebraska,b,1975,0,74.08
NE,Nebraska,b,1976,0,74.39
NE,Nebraska,b,1977,0,74.83
NE,Nebraska,b,1978,0,75.03
NE,Nebraska,b,1979,0,75.53
NE,Nebraska,b,1980,0,75.37
NE,Nebraska,b,1968,0,72.34
NE,Nebraska,b,1969,0,72.61
NE,Nebraska,b,1970,0,72.51
NE,Nebraska,b,1984,0,76.33
NE,Nebraska,b,1985,0,76.38
NE,Nebraska,b,1986,0,76.38
NE,Nebraska,b,1987,0,76.5
NE,Nebraska,b,1988,0,76.57
NE,Nebraska,b,1989,0,76.83
NE,Nebraska,b,1990,0,76.91
NE,Nebraska,b,1991,0,77.17
NE,Nebraska,b,1992,0,77.48
NE,Nebraska,b,1993,0,77.14
NE,Nebraska,b,1994,0,77.33
NE,Nebraska,b,1995,0,77.55
NE,Nebraska,b,1996,0,77.4
NE,Nebraska,b,1997,0,77.7
NE,Nebraska,b,1998,0,77.89
NE,Nebraska,b,1999,0,77.72
NE,Nebraska,b,2000,0,78.28
NE,Nebraska,b,2001,0,78.3
NE,Nebraska,b,2002,0,77.91
NE,Nebraska,b,2003,0,78.44
NE,Nebraska,b,2004,0,78.99
NE,Nebraska,b,2005,0,78.94
NE,Nebraska,b,2006,0,79.13
NE,Nebraska,b,2007,0,79
NE,Nebraska,b,2008,0,79.08
NE,Nebraska,b,2009,0,79.62
NE,Nebraska,b,2010,0,79.65
NE,Nebraska,b,2011,0,79.58
NE,Nebraska,b,2012,0,79.61
NE,Nebraska,b,2013,0,79.74
NE,Nebraska,b,2014,0,79.53
NE,Nebraska,b,2015,0,79.25
NE,Nebraska,b,2016,0,79.67
NE,Nebraska,b,2017,0,79.4
NE,Nebraska,b,2018,0,79.45
NE,Nebraska,b,1964,0,71.91
NE,Nebraska,b,1981,0,75.65
NE,Nebraska,b,1982,0,75.98
NE,Nebraska,b,1983,0,76.16
NE,Nebraska,b,1959,0,71.9
NH,New Hampshire,b,1960,0,70.72
NH,New Hampshire,b,1964,0,70.65
NH,New Hampshire,b,1972,0,72.15
NH,New Hampshire,b,1973,0,72.33
NH,New Hampshire,b,1959,0,70.46
NH,New Hampshire,b,1976,0,73.85
NH,New Hampshire,b,1977,0,74.58
NH,New Hampshire,b,1974,0,72.55
NH,New Hampshire,b,1975,0,73.79
NH,New Hampshire,b,1967,0,71.06
NH,New Hampshire,b,1968,0,70.97
NH,New Hampshire,b,1965,0,70.72
NH,New Hampshire,b,1966,0,70.97
NH,New Hampshire,b,1971,0,71.66
NH,New Hampshire,b,1998,0,78.1
NH,New Hampshire,b,1999,0,78.31
NH,New Hampshire,b,2000,0,78.51
NH,New Hampshire,b,2001,0,78.56
NH,New Hampshire,b,2002,0,78.74
NH,New Hampshire,b,2003,0,79.21
NH,New Hampshire,b,2004,0,79.04
NH,New Hampshire,b,2005,0,79.12
NH,New Hampshire,b,2006,0,79.52
NH,New Hampshire,b,2007,0,79.51
NH,New Hampshire,b,1969,0,70.97
NH,New Hampshire,b,1970,0,71.55
NH,New Hampshire,b,2010,0,80.29
NH,New Hampshire,b,2011,0,80.07
NH,New Hampshire,b,2012,0,80.38
NH,New Hampshire,b,2013,0,80.37
NH,New Hampshire,b,2014,0,79.94
NH,New Hampshire,b,2015,0,79.58
NH,New Hampshire,b,2016,0,79.35
NH,New Hampshire,b,2017,0,79.49
NH,New Hampshire,b,1978,0,74.67
NH,New Hampshire,b,1979,0,74.87
NH,New Hampshire,b,1980,0,75.09
NH,New Hampshire,b,2008,0,79.92
NH,New Hampshire,b,2009,0,80.21
NH,New Hampshire,b,1983,0,75.62
NH,New Hampshire,b,1984,0,75.72
NH,New Hampshire,b,1985,0,75.43
NH,New Hampshire,b,1986,0,75.76
NH,New Hampshire,b,1987,0,76.19
NH,New Hampshire,b,1988,0,76.06
NH,New Hampshire,b,1989,0,76.52
NH,New Hampshire,b,1990,0,76.95
NH,New Hampshire,b,1991,0,77.24
NH,New Hampshire,b,1992,0,77.59
NH,New Hampshire,b,1993,0,77.53
NH,New Hampshire,b,1994,0,77.65
NH,New Hampshire,b,1995,0,77.57
NH,New Hampshire,b,1996,0,77.78
NH,New Hampshire,b,1997,0,78
NH,New Hampshire,b,1961,0,70.81
NH,New Hampshire,b,1962,0,71.03
NH,New Hampshire,b,1963,0,70.45
NH,New Hampshire,b,1982,0,75.58
NH,New Hampshire,b,2018,0,79.49
NH,New Hampshire,b,1981,0,75.23
NJ,New Jersey,b,1979,0,73.94
NJ,New Jersey,b,1981,0,74.29
NJ,New Jersey,b,1978,0,73.71
NJ,New Jersey,b,1987,0,74.65
NJ,New Jersey,b,1980,0,73.75
NJ,New Jersey,b,1985,0,74.53
NJ,New Jersey,b,1990,0,75.43
NJ,New Jersey,b,1991,0,75.64
NJ,New Jersey,b,1992,0,75.79
NJ,New Jersey,b,1993,0,75.71
NJ,New Jersey,b,1994,0,75.94
NJ,New Jersey,b,1995,0,75.99
NJ,New Jersey,b,1996,0,76.46
NJ,New Jersey,b,1997,0,76.97
NJ,New Jersey,b,1998,0,77.38
NJ,New Jersey,b,1986,0,74.66
NJ,New Jersey,b,1959,0,69.94
NJ,New Jersey,b,1988,0,74.56
NJ,New Jersey,b,1989,0,75.02
NJ,New Jersey,b,1962,0,70.09
NJ,New Jersey,b,1963,0,69.93
NJ,New Jersey,b,1964,0,70.09
NJ,New Jersey,b,1965,0,70.25
NJ,New Jersey,b,1967,0,70.61
NJ,New Jersey,b,1968,0,70.3
NJ,New Jersey,b,1969,0,70.7
NJ,New Jersey,b,1970,0,70.96
NJ,New Jersey,b,1971,0,71.2
NJ,New Jersey,b,1972,0,71.47
NJ,New Jersey,b,1973,0,71.78
NJ,New Jersey,b,1974,0,72.29
NJ,New Jersey,b,1975,0,72.88
NJ,New Jersey,b,1976,0,73.21
NJ,New Jersey,b,1977,0,73.37
NJ,New Jersey,b,2018,0,80.24
NJ,New Jersey,b,2005,0,78.6
NJ,New Jersey,b,2006,0,78.81
NJ,New Jersey,b,2007,0,79.27
NJ,New Jersey,b,1982,0,74.42
NJ,New Jersey,b,1983,0,74.49
NJ,New Jersey,b,1984,0,74.67
NJ,New Jersey,b,2011,0,79.91
NJ,New Jersey,b,1999,0,77.24
NJ,New Jersey,b,2000,0,77.32
NJ,New Jersey,b,2001,0,77.37
NJ,New Jersey,b,2002,0,77.8
NJ,New Jersey,b,2003,0,78.02
NJ,New Jersey,b,2004,0,78.47
NJ,New Jersey,b,2009,0,79.89
NJ,New Jersey,b,2010,0,79.97
NJ,New Jersey,b,2015,0,80.43
NJ,New Jersey,b,2008,0,79.43
NJ,New Jersey,b,2013,0,80.26
NJ,New Jersey,b,2014,0,80.41
NJ,New Jersey,b,2012,0,80.22
NJ,New Jersey,b,2017,0,80.19
NJ,New Jersey,b,1966,0,70.28
NJ,New Jersey,b,2016,0,80.29
NJ,New Jersey,b,1960,0,69.94
NJ,New Jersey,b,1961,0,70.01
NM,New Mexico,b,1962,0,70.17
NM,New Mexico,b,1965,0,70.27
NM,New Mexico,b,1973,0,70.82
NM,New Mexico,b,1974,0,71.63
NM,New Mexico,b,1960,0,69.29
NM,New Mexico,b,1961,0,70.11
NM,New Mexico,b,1977,0,73.51
NM,New Mexico,b,1978,0,73.45
NM,New Mexico,b,1975,0,72.43
NM,New Mexico,b,1972,0,70.86
NM,New Mexico,b,1968,0,70.32
NM,New Mexico,b,1969,0,70.45
NM,New Mexico,b,1966,0,70.21
NM,New Mexico,b,1967,0,70.48
NM,New Mexico,b,1959,0,69.61
NM,New Mexico,b,1999,0,76.71
NM,New Mexico,b,2000,0,77.13
NM,New Mexico,b,2001,0,76.94
NM,New Mexico,b,1976,0,72.67
NM,New Mexico,b,2003,0,76.83
NM,New Mexico,b,2004,0,77.46
NM,New Mexico,b,2005,0,77.3
NM,New Mexico,b,2006,0,77.37
NM,New Mexico,b,2007,0,77.45
NM,New Mexico,b,2008,0,77.35
NM,New Mexico,b,1970,0,70.51
NM,New Mexico,b,1971,0,70.75
NM,New Mexico,b,2011,0,77.99
NM,New Mexico,b,2012,0,77.96
NM,New Mexico,b,2013,0,78.31
NM,New Mexico,b,2014,0,77.81
NM,New Mexico,b,2002,0,76.93
NM,New Mexico,b,2016,0,77.6
NM,New Mexico,b,2017,0,77.75
NM,New Mexico,b,2018,0,77.75
NM,New Mexico,b,1979,0,73.63
NM,New Mexico,b,1980,0,73.81
NM,New Mexico,b,1981,0,74.99
NM,New Mexico,b,2009,0,77.92
NM,New Mexico,b,2010,0,78.13
NM,New Mexico,b,1984,0,75.26
NM,New Mexico,b,1985,0,75.23
NM,New Mexico,b,1986,0,75.2
NM,New Mexico,b,1987,0,75.34
NM,New Mexico,b,2015,0,77.89
NM,New Mexico,b,1989,0,75.77
NM,New Mexico,b,1990,0,76.02
NM,New Mexico,b,1991,0,75.83
NM,New Mexico,b,1992,0,76.38
NM,New Mexico,b,1993,0,76.14
NM,New Mexico,b,1994,0,76.27
NM,New Mexico,b,1995,0,76.28
NM,New Mexico,b,1996,0,76.68
NM,New Mexico,b,1997,0,76.92
NM,New Mexico,b,1998,0,77.07
NM,New Mexico,b,1963,0,69.79
NM,New Mexico,b,1964,0,69.91
NM,New Mexico,b,1988,0,75.5
NM,New Mexico,b,1982,0,74.68
NM,New Mexico,b,1983,0,75.27
NV,Nevada,b,1981,0,73.47
NV,Nevada,b,1985,0,74
NV,Nevada,b,1986,0,74.24
NV,Nevada,b,1987,0,74.27
NV,Nevada,b,1989,0,74.62
NV,Nevada,b,1990,0,74.52
NV,Nevada,b,1991,0,74.53
NV,Nevada,b,1992,0,75.13
NV,Nevada,b,1980,0,72.6
NV,Nevada,b,1994,0,74.83
NV,Nevada,b,1995,0,75.11
NV,Nevada,b,1996,0,75.19
NV,Nevada,b,1997,0,75.76
NV,Nevada,b,1998,0,75.54
NV,Nevada,b,1959,0,67.88
NV,Nevada,b,1960,0,67.61
NV,Nevada,b,1988,0,74.12
NV,Nevada,b,1963,0,67.74
NV,Nevada,b,1964,0,67.69
NV,Nevada,b,1965,0,68.19
NV,Nevada,b,1966,0,68.7
NV,Nevada,b,1993,0,74.9
NV,Nevada,b,1967,0,69.42
NV,Nevada,b,1968,0,68.87
NV,Nevada,b,1969,0,69.28
NV,Nevada,b,1970,0,69.31
NV,Nevada,b,1971,0,69.76
NV,Nevada,b,1972,0,70.47
NV,Nevada,b,1973,0,70.72
NV,Nevada,b,1974,0,71.06
NV,Nevada,b,1975,0,71.7
NV,Nevada,b,1976,0,72.36
NV,Nevada,b,1977,0,72.38
NV,Nevada,b,1978,0,72.82
NV,Nevada,b,1979,0,72.9
NV,Nevada,b,2006,0,76.58
NV,Nevada,b,2007,0,77.04
NV,Nevada,b,1982,0,73.32
NV,Nevada,b,1983,0,74.1
NV,Nevada,b,1984,0,74.05
NV,Nevada,b,2011,0,77.75
NV,Nevada,b,1999,0,75.65
NV,Nevada,b,2000,0,75.94
NV,Nevada,b,2001,0,75.96
NV,Nevada,b,2002,0,76.09
NV,Nevada,b,2003,0,75.95
NV,Nevada,b,2004,0,76.39
NV,Nevada,b,2005,0,76.08
NV,Nevada,b,2010,0,77.81
NV,Nevada,b,2015,0,78.09
NV,Nevada,b,2008,0,77.26
NV,Nevada,b,2009,0,77.67
NV,Nevada,b,2014,0,78.22
NV,Nevada,b,2012,0,78.1
NV,Nevada,b,2013,0,78.04
NV,Nevada,b,2018,0,78.41
NV,Nevada,b,2016,0,77.95
NV,Nevada,b,2017,0,78.04
NV,Nevada,b,1962,0,68.25
NV,Nevada,b,1961,0,68.05
NY,New York,b,1959,0,69.55
NY,New York,b,1963,0,69.76
NY,New York,b,1960,0,69.67
NY,New York,b,1968,0,69.94
NY,New York,b,1969,0,70.26
NY,New York,b,1961,0,69.84
NY,New York,b,1967,0,70.2
NY,New York,b,1972,0,71.09
NY,New York,b,1973,0,71.47
NY,New York,b,1974,0,71.95
NY,New York,b,1975,0,72.59
NY,New York,b,1962,0,69.8
NY,New York,b,1977,0,73.05
NY,New York,b,1978,0,73.36
NY,New York,b,1979,0,73.73
NY,New York,b,1980,0,73.4
NY,New York,b,1981,0,73.81
NY,New York,b,1982,0,74.04
NY,New York,b,1970,0,70.47
NY,New York,b,1971,0,70.83
NY,New York,b,1985,0,74.08
NY,New York,b,1986,0,73.97
NY,New York,b,1987,0,73.99
NY,New York,b,1988,0,73.88
NY,New York,b,1976,0,72.64
NY,New York,b,1990,0,74.59
NY,New York,b,1991,0,74.82
NY,New York,b,1992,0,75.1
NY,New York,b,1993,0,74.97
NY,New York,b,1994,0,75.27
NY,New York,b,1995,0,75.52
NY,New York,b,1996,0,76.19
NY,New York,b,1997,0,76.95
NY,New York,b,1998,0,77.4
NY,New York,b,1999,0,77.34
NY,New York,b,2000,0,77.64
NY,New York,b,2001,0,77.64
NY,New York,b,2002,0,78.02
NY,New York,b,2003,0,78.32
NY,New York,b,2004,0,78.68
NY,New York,b,2005,0,78.86
NY,New York,b,2006,0,79.23
NY,New York,b,2007,0,79.49
NY,New York,b,2008,0,79.63
NY,New York,b,2009,0,79.94
NY,New York,b,2010,0,80.22
NY,New York,b,2011,0,80.28
NY,New York,b,2012,0,80.52
