"","State","State.Code","Region","Division","GEOID","medIncomeE","medIncomeM","giniE","giniM","rentE","rentM","rentPercE","rentPercM","ownPercE","ownPercM","mortPercE","mortPercM","noMortPercE","noMortPercM","Year"
"1","Alabama","AL","South","East South Central","01",42849,641,0.4752,0.0039,694,7,30,0.5,16.9,0.2,20.7,0.3,10.6,0.3,2013
"2","Alabama","AL","South","East South Central","01",40474,472,0.472,0.004,667,9,32.2,0.6,19,0.2,23,0.3,12.3,0.3,2010
"3","Alabama","AL","South","East South Central","01",41415,550,0.4735,0.0044,687,7,32.1,0.6,18.7,0.2,22.5,0.3,12.2,0.3,2011
"4","Alabama","AL","South","East South Central","01",42830,598,0.4758,0.0042,717,9,31,0.7,17.1,0.2,21,0.3,10.9,0.3,2014
"5","Alabama","AL","South","East South Central","01",48123,768,0.4768,0.0053,750,11,28.9,0.4,15.4,0.2,19.1,0.3,10,NA,2017
"6","Alabama","AL","South","East South Central","01",51734,600,0.4741,0.0052,807,9,28.7,0.7,14.8,0.2,18.9,0.3,9,NA,2019
"7","Alabama","AL","South","East South Central","01",46257,677,0.4847,0.0053,743,8,29.6,0.5,15.8,0.2,19.4,0.2,10,NA,2016
"8","Alabama","AL","South","East South Central","01",38783,512,0.472,0.005,573,6,29.1,0.6,18.2,0.2,21.7,0.3,11.7,0.3,2006
"9","Alabama","AL","South","East South Central","01",40554,428,0.471,0.005,601,7,29.2,0.6,18.1,0.2,21.9,0.3,11.3,0.3,2007
"10","Alabama","AL","South","East South Central","01",44765,744,0.4811,0.0045,729,9,29.9,0.6,16.3,0.2,19.8,0.3,10.6,0.2,2015
"11","Alabama","AL","South","East South Central","01",40489,528,0.471,0.005,657,8,30.9,0.8,18.5,0.2,22.2,0.3,11.7,0.3,2009
"12","Alabama","AL","South","East South Central","01",42666,682,0.467,0.006,631,9,29.2,0.6,18.1,0.2,21.7,0.2,11.3,0.3,2008
"13","Alabama","AL","South","East South Central","01",41574,477,0.4726,0.0037,689,8,29.9,0.7,17.4,0.3,21.3,0.3,11.1,0.3,2012
"14","Alabama","AL","South","East South Central","01",49861,783,0.4859,0.0048,788,9,29.1,0.5,15.3,0.2,19.1,0.3,9,NA,2018
"15","Alaska","AK","West","Pacific","02",72237,1892,0.4083,0.0103,1117,25,27.5,1,18.3,0.5,22.1,0.7,10.3,0.7,2013
"16","Alaska","AK","West","Pacific","02",71583,1784,0.4175,0.0107,1183,29,30.6,1.2,18.4,0.4,21.9,0.6,10.2,0.7,2014
"17","Alaska","AK","West","Pacific","02",66953,2331,0.402,0.014,1007,39,26.2,1.2,20.4,0.8,24.1,0.7,10.9,0.8,2009
"18","Alaska","AK","West","Pacific","02",76440,2230,0.4081,0.0106,1208,34,26.7,1.1,18,0.5,21.9,0.6,10,NA,2016
"19","Alaska","AK","West","Pacific","02",73181,2628,0.4241,0.0104,1201,41,28.1,1.3,18.6,0.4,21.9,0.6,11.2,0.7,2017
"20","Alaska","AK","West","Pacific","02",74346,2288,0.4322,0.0102,1177,31,27.4,1,17.8,0.5,22,0.8,9,NA,2018
"21","Alaska","AK","West","Pacific","02",67825,1948,0.4099,0.0115,1049,37,27.7,0.9,19.5,0.5,23.5,0.7,11.7,0.6,2011
"22","Alaska","AK","West","Pacific","02",59393,1442,0.417,0.012,883,23,27.6,1,20.9,0.6,24.3,0.6,10.7,0.7,2006
"23","Alaska","AK","West","Pacific","02",73355,2316,0.4322,0.0135,1163,25,29,1.2,18.5,0.5,22.3,0.6,10,NA,2015
"24","Alaska","AK","West","Pacific","02",67712,1894,0.4232,0.0107,1120,34,29,1.1,19.6,0.5,23.3,0.5,11.3,0.8,2012
"25","Alaska","AK","West","Pacific","02",64333,1594,0.409,0.013,918,29,26.4,1.2,20.8,0.6,24.2,0.7,10.9,0.7,2007
"26","Alaska","AK","West","Pacific","02",68460,1917,0.403,0.014,949,23,26.9,1.2,20.7,0.6,24.1,0.6,11.3,0.7,2008
"27","Alaska","AK","West","Pacific","02",64576,2085,0.422,0.01,981,21,29,1.3,20.1,0.6,23.3,0.6,10.8,0.8,2010
"28","Alaska","AK","West","Pacific","02",75463,2694,0.4376,0.0123,1201,37,27.6,1.5,17.3,0.5,21.7,0.7,9,NA,2019
"29","Arizona","AZ","West","Mountain","04",46709,554,0.46,0.0051,850,8,31.1,0.7,21.5,0.3,25.3,0.5,11.5,0.3,2011
"30","Arizona","AZ","West","Mountain","04",50068,483,0.4676,0.0036,916,9,29.8,0.4,18.1,0.2,21.7,0.3,10.2,0.3,2014
"31","Arizona","AZ","West","Mountain","04",48510,587,0.4681,0.005,890,8,29.8,0.5,18.7,0.2,22.6,0.3,10.5,0.3,2013
"32","Arizona","AZ","West","Mountain","04",59246,732,0.4613,0.0047,1036,10,28.8,0.4,17.4,0.2,21,0.2,9,NA,2018
"33","Arizona","AZ","West","Mountain","04",47265,439,0.454,0.005,762,8,29.4,0.5,21.6,0.3,25.3,0.3,10.7,0.3,2006
"34","Arizona","AZ","West","Mountain","04",48745,484,0.451,0.005,859,8,31,0.7,22.5,0.2,26.6,0.3,11.3,0.4,2009
"35","Arizona","AZ","West","Mountain","04",56581,516,0.4668,0.004,1020,9,29.2,0.4,17.6,0.2,21.2,0.3,10,NA,2017
"36","Arizona","AZ","West","Mountain","04",49889,508,0.448,0.004,819,9,30,0.6,21.9,0.3,25.9,0.3,10.5,0.3,2007
"37","Arizona","AZ","West","Mountain","04",51492,431,0.4702,0.0043,933,9,29.5,0.4,17.9,0.2,21.7,0.3,10,NA,2015
"38","Arizona","AZ","West","Mountain","04",53558,634,0.4713,0.005,976,7,29,0.4,17.7,0.2,21.4,0.3,10.1,0.3,2016
"39","Arizona","AZ","West","Mountain","04",50958,511,0.453,0.005,866,9,30.1,0.6,22.5,0.3,26.7,0.3,10.9,0.3,2008
"40","Arizona","AZ","West","Mountain","04",46789,531,0.455,0.004,844,9,31.6,0.6,22.2,0.2,26.5,0.3,11.3,0.3,2010
"41","Arizona","AZ","West","Mountain","04",47826,604,0.4608,0.0039,888,8,30.8,0.5,19.7,0.3,23.6,0.3,10.9,0.3,2012
"42","Arizona","AZ","West","Mountain","04",62055,446,0.4591,0.004,1101,8,28.6,0.4,16.9,0.3,20.6,0.3,9,NA,2019
"43","Arkansas","AR","South","West South Central","05",40511,710,0.4685,0.0077,659,8,29.3,0.6,15.6,0.3,19.9,0.4,10,NA,2013
"44","Arkansas","AR","South","West South Central","05",38758,761,0.4684,0.0061,639,10,31.4,0.9,17.2,0.3,21.1,0.4,11,0.4,2011
"45","Arkansas","AR","South","West South Central","05",38134,739,0.462,0.007,573,9,28.9,0.6,17,0.2,20.6,0.4,10.8,0.3,2007
"46","Arkansas","AR","South","West South Central","05",36599,491,0.46,0.007,566,7,29.5,0.8,17.3,0.3,20.7,0.4,11.7,0.3,2006
"47","Arkansas","AR","South","West South Central","05",41262,653,0.4714,0.0084,683,9,28.9,0.6,16.3,0.3,19.7,0.3,10.7,0.3,2014
"48","Arkansas","AR","South","West South Central","05",44334,921,0.4719,0.0059,701,9,27.6,0.7,14.9,0.3,18.8,0.3,10,NA,2016
"49","Arkansas","AR","South","West South Central","05",45869,760,0.4725,0.0059,711,10,27.6,0.6,14.7,0.2,18.5,0.3,10,NA,2017
"50","Arkansas","AR","South","West South Central","05",41995,477,0.4773,0.0062,695,8,28.9,0.7,15.8,0.3,19.6,0.3,10.2,0.3,2015
"51","Arkansas","AR","South","West South Central","05",40112,497,0.4632,0.0055,640,8,29.4,0.7,16.6,0.2,20.2,0.4,10.7,0.4,2012
"52","Arkansas","AR","South","West South Central","05",38815,702,0.459,0.006,606,10,29.3,0.7,17.4,0.3,21.2,0.5,11,0.3,2008
"53","Arkansas","AR","South","West South Central","05",48952,863,0.475,0.0064,742,10,27.2,0.7,14.5,0.3,18.7,0.4,9,NA,2019
"54","Arkansas","AR","South","West South Central","05",38307,643,0.458,0.007,638,8,29.9,0.7,17.2,0.3,21.5,0.4,10.9,0.4,2010
"55","Arkansas","AR","South","West South Central","05",47062,713,0.4845,0.0073,731,11,28.3,0.6,14.8,0.2,18.6,0.3,9,NA,2018
"56","Arkansas","AR","South","West South Central","05",37823,629,0.461,0.006,606,8,29.3,0.8,17,0.3,21,0.3,11,0.3,2009
"57","California","CA","West","Pacific","06",61021,236,0.473,0.002,1135,4,32.5,0.2,27.2,0.2,31.8,0.2,11,0.2,2008
"58","California","CA","West","Pacific","06",71805,294,0.4866,0.0017,1447,5,32.7,0.2,21.9,0.2,25.3,0.2,11.2,0.2,2017
"59","California","CA","West","Pacific","06",60190,255,0.4903,0.0018,1224,4,33.8,0.2,23,0.1,26.8,0.2,11.1,0.2,2013
"60","California","CA","West","Pacific","06",56645,236,0.466,0.002,1029,5,32.4,0.3,26.8,0.2,31,0.2,11.7,0.2,2006
"61","California","CA","West","Pacific","06",61933,238,0.489,0.0015,1268,5,33.6,0.2,22.5,0.1,26.2,0.2,11,0.1,2014
"62","California","CA","West","Pacific","06",80440,313,0.4866,0.0018,1614,7,31.7,0.3,21,0.2,24.7,0.2,10.5,0.2,2019
"63","California","CA","West","Pacific","06",75277,317,0.4912,0.0017,1520,7,32.5,0.2,21.5,0.2,25.2,0.2,11.1,0.2,2018
"64","California","CA","West","Pacific","06",67739,356,0.4899,0.0017,1375,5,32.8,0.2,21.9,0.2,25.4,0.2,11,0.2,2016
"65","California","CA","West","Pacific","06",59948,295,0.469,0.003,1078,5,31.9,0.2,27.1,0.2,31.6,0.2,11.2,0.2,2007
"66","California","CA","West","Pacific","06",58931,274,0.467,0.002,1155,5,32.9,0.2,26.7,0.1,31.2,0.2,11.1,0.2,2009
"67","California","CA","West","Pacific","06",57708,354,0.471,0.002,1163,5,33.8,0.2,26.3,0.2,30.6,0.2,11.4,0.2,2010
"68","California","CA","West","Pacific","06",64500,395,0.4876,0.0017,1311,5,33,0.2,22.2,0.1,25.9,0.2,11,0.2,2015
"69","California","CA","West","Pacific","06",58328,354,0.4822,0.0016,1200,4,34.1,0.2,24.5,0.2,28.4,0.1,11.7,0.2,2012
"70","California","CA","West","Pacific","06",57287,279,0.4812,0.002,1174,4,34.1,0.2,25.6,0.2,29.6,0.2,11.8,0.2,2011
"71","Colorado","CO","West","Mountain","08",71953,655,0.4561,0.0044,1289,12,30.7,0.5,18.4,0.2,21.3,0.3,9,NA,2018
"72","Colorado","CO","West","Mountain","08",58823,808,0.4614,0.0043,971,10,30.9,0.5,19.3,0.2,22.4,0.2,10,NA,2013
"73","Colorado","CO","West","Mountain","08",52015,491,0.45,0.005,780,10,30.2,0.6,23.2,0.3,25.8,0.3,11.4,0.3,2006
"74","Colorado","CO","West","Mountain","08",55212,650,0.452,0.006,788,9,29.7,0.5,22.8,0.2,25.7,0.3,10,0.4,2007
"75","Colorado","CO","West","Mountain","08",56765,594,0.4579,0.0039,934,11,30.5,0.5,20.6,0.3,23.5,0.3,10.1,0.3,2012
"76","Colorado","CO","West","Mountain","08",65685,636,0.4586,0.0042,1171,10,31.2,0.6,18.6,0.2,21.4,0.2,10,NA,2016
"77","Colorado","CO","West","Mountain","08",56993,623,0.457,0.004,848,9,30,0.5,22.2,0.2,25.1,0.3,9.7,0.3,2008
"78","Colorado","CO","West","Mountain","08",77127,791,0.4548,0.0048,1369,14,30,0.6,18.4,0.2,21.5,0.2,9,NA,2019
"79","Colorado","CO","West","Mountain","08",63909,891,0.458,0.0045,1111,11,30.2,0.5,18.5,0.2,21.4,0.3,10,NA,2015
"80","Colorado","CO","West","Mountain","08",54046,729,0.457,0.005,863,8,31.2,0.6,22.2,0.3,25.2,0.3,10.7,0.4,2010
"81","Colorado","CO","West","Mountain","08",61303,487,0.4584,0.0042,1020,12,30.4,0.6,19,0.2,22.1,0.2,10,NA,2014
"82","Colorado","CO","West","Mountain","08",55387,605,0.4588,0.005,900,12,30.9,0.6,21.4,0.3,24.3,0.3,10.8,0.4,2011
"83","Colorado","CO","West","Mountain","08",55430,704,0.453,0.005,851,10,31.3,0.5,21.9,0.2,24.9,0.3,10,0.3,2009
"84","Colorado","CO","West","Mountain","08",69117,780,0.4553,0.0041,1240,13,30.9,0.4,18.5,0.2,21.4,0.2,10,NA,2017
"85","Connecticut","CT","Northeast","New England","09",70048,828,0.5005,0.005,1076,13,31.9,0.6,22,0.3,23.9,0.2,15.8,0.5,2014
"86","Connecticut","CT","Northeast","New England","09",68595,1131,0.486,0.006,970,11,30.6,0.7,24.3,0.3,26.7,0.3,16.2,0.5,2008
"87","Connecticut","CT","Northeast","New England","09",63422,824,0.48,0.006,886,11,30,0.6,23.9,0.3,26.3,0.4,16.2,0.5,2006
"88","Connecticut","CT","Northeast","New England","09",73433,1059,0.4945,0.0052,1115,11,30.7,0.7,20.4,0.3,22.6,0.3,14.5,0.3,2016
"89","Connecticut","CT","Northeast","New England","09",67276,865,0.4915,0.006,1019,13,31.7,0.6,23.4,0.3,25.5,0.4,16.5,0.5,2012
"90","Connecticut","CT","Northeast","New England","09",65967,815,0.481,0.005,931,13,30.2,0.6,24,0.3,26.5,0.4,16.3,0.4,2007
"91","Connecticut","CT","Northeast","New England","09",78833,1358,0.5024,0.0053,1177,13,29.6,0.6,19.9,0.2,22.4,0.3,14.2,0.3,2019
"92","Connecticut","CT","Northeast","New England","09",67034,993,0.48,0.006,1006,14,31.5,0.9,24.3,0.3,26.5,0.4,17,0.5,2009
"93","Connecticut","CT","Northeast","New England","09",74168,1345,0.4943,0.0051,1125,13,30.7,0.7,20.6,0.3,22.7,0.3,14.6,0.4,2017
"94","Connecticut","CT","Northeast","New England","09",67098,1058,0.4994,0.0054,1040,14,31.6,0.7,22.4,0.3,24.3,0.3,16.3,0.5,2013
"95","Connecticut","CT","Northeast","New England","09",65753,854,0.4859,0.0051,1021,12,32.7,0.7,24.1,0.3,26.4,0.4,17.1,0.4,2011
"96","Connecticut","CT","Northeast","New England","09",71346,783,0.4916,0.0043,1108,12,31.4,0.6,21.7,0.3,23.6,0.3,15.5,0.5,2015
"97","Connecticut","CT","Northeast","New England","09",64032,1092,0.486,0.007,992,12,32.1,0.6,24.6,0.3,26.8,0.3,17.6,0.4,2010
"98","Connecticut","CT","Northeast","New England","09",76348,921,0.5014,0.0051,1171,14,31.5,0.7,20.4,0.3,22.6,0.3,14.7,0.4,2018
"99","Delaware","DE","South","South Atlantic","10",54610,1581,0.435,0.01,910,25,30.6,1.3,21.4,0.6,24.9,0.7,11.3,0.6,2007
"100","Delaware","DE","South","South Atlantic","10",52833,1415,0.434,0.01,830,20,29.5,1.5,19.8,0.5,23.3,0.5,11.6,0.6,2006
"101","Delaware","DE","South","South Atlantic","10",58415,1593,0.4356,0.0083,960,19,29.5,1.1,20.3,0.5,23.8,0.5,10.9,0.6,2012
"102","Delaware","DE","South","South Atlantic","10",57989,1601,0.447,0.01,917,22,30.7,1.8,21.3,0.5,25.1,0.7,11,0.8,2008
"103","Delaware","DE","South","South Atlantic","10",58814,1586,0.4404,0.0114,960,22,31.7,1.9,20.6,0.6,24.1,0.5,11.2,0.6,2011
"104","Delaware","DE","South","South Atlantic","10",59716,1674,0.4494,0.0095,1024,27,29.8,1.2,19.2,0.4,22.3,0.7,11.3,0.7,2014
"105","Delaware","DE","South","South Atlantic","10",57846,1876,0.4513,0.0098,999,21,30.6,1.6,19.1,0.5,22.4,0.5,11.1,0.6,2013
"106","Delaware","DE","South","South Atlantic","10",62852,2464,0.4811,0.0132,1086,22,29.5,1.1,17.8,0.4,21.3,0.6,10,NA,2017
"107","Delaware","DE","South","South Atlantic","10",61255,1281,0.4523,0.0123,1049,26,29.3,1.4,18.6,0.5,22,0.5,10.8,0.6,2015
"108","Delaware","DE","South","South Atlantic","10",64805,1570,0.4587,0.0102,1108,25,31.3,1.5,18.1,0.4,22,0.7,10.2,0.6,2018
"109","Delaware","DE","South","South Atlantic","10",61757,1492,0.4522,0.0109,1048,25,30,1.4,17.7,0.4,21.2,0.6,10,NA,2016
"110","Delaware","DE","South","South Atlantic","10",56860,1744,0.434,0.01,949,22,31.3,1.3,21.5,0.6,24.8,0.7,11.9,0.5,2009
"111","Delaware","DE","South","South Atlantic","10",55847,1499,0.44,0.01,952,22,32.3,1.2,21.7,0.5,24.8,0.5,11.8,0.7,2010
"112","Delaware","DE","South","South Atlantic","10",70176,1623,0.4509,0.0126,1116,22,29.7,1.5,16.9,0.4,20.2,0.6,9,NA,2019
"113","District of Columbia","DC","South","South Atlantic","11",75506,3416,0.542,0.0121,1376,32,29.3,0.8,19,0.6,21,0.6,10,NA,2016
"114","District of Columbia","DC","South","South Atlantic","11",51847,1221,0.537,0.012,914,24,29.1,0.9,22.3,0.8,25,0.9,10.8,1.2,2006
"115","District of Columbia","DC","South","South Atlantic","11",66583,2040,0.5343,0.0126,1235,29,29.3,0.7,21,0.7,23.3,0.7,10,NA,2012
"116","District of Columbia","DC","South","South Atlantic","11",75628,2493,0.5354,0.0156,1417,39,29.3,0.8,18.7,0.5,21.2,0.7,10,NA,2015
"117","District of Columbia","DC","South","South Atlantic","11",92266,2497,0.5115,0.0099,1603,45,27.1,0.9,18.6,0.6,21,0.8,9,NA,2019
"118","District of Columbia","DC","South","South Atlantic","11",67572,3383,0.532,0.0119,1307,39,29.8,0.8,19.8,0.7,22.1,0.7,11.4,1.2,2013
"119","District of Columbia","DC","South","South Atlantic","11",82372,2651,0.5281,0.0118,1499,35,29.2,0.8,18.6,0.6,21,0.8,10,NA,2017
"120","District of Columbia","DC","South","South Atlantic","11",71648,1996,0.5224,0.0092,1360,45,29.5,0.8,19.1,0.5,21,0.6,11.9,1.1,2014
"121","District of Columbia","DC","South","South Atlantic","11",63124,2407,0.5338,0.0151,1216,36,29.7,1,21.6,0.7,24.2,0.8,10,NA,2011
"122","District of Columbia","DC","South","South Atlantic","11",54317,1984,0.542,0.013,934,27,29.4,0.9,22.5,0.8,25.3,1,11.1,1.1,2007
"123","District of Columbia","DC","South","South Atlantic","11",60903,1540,0.532,0.011,1198,39,30.4,1.2,22,0.8,24.8,1,11,1,2010
"124","District of Columbia","DC","South","South Atlantic","11",57936,2402,0.54,0.013,1011,33,29,0.8,21.8,0.8,24.5,0.9,10.7,1.2,2008
"125","District of Columbia","DC","South","South Atlantic","11",59290,1710,0.532,0.01,1059,30,29.7,0.8,22.5,0.8,24.7,0.8,9.9,1,2009
"126","District of Columbia","DC","South","South Atlantic","11",85203,3414,0.5243,0.0096,1516,45,28.5,0.9,18.3,0.6,20.2,0.8,9,NA,2018
"127","Florida","FL","South","South Atlantic","12",46036,310,0.4843,0.0028,972,4,34.1,0.3,20.1,0.2,25,0.3,12.6,0.1,2013
"128","Florida","FL","South","South Atlantic","12",47463,329,0.4834,0.0024,1003,7,34.2,0.3,19.6,0.1,24.4,0.2,12.6,0.2,2014
"129","Florida","FL","South","South Atlantic","12",44736,290,0.469,0.003,952,6,35.2,0.4,24.5,0.2,29.8,0.2,14.1,0.1,2009
"130","Florida","FL","South","South Atlantic","12",50860,241,0.4852,0.0027,1086,6,33.3,0.3,18.9,0.1,23.4,0.2,12.3,0.2,2016
"131","Florida","FL","South","South Atlantic","12",45040,345,0.4828,0.0026,954,5,34.7,0.3,21.8,0.2,27.1,0.2,13.2,0.2,2012
"132","Florida","FL","South","South Atlantic","12",49426,331,0.4872,0.0027,1046,5,33.6,0.3,19.2,0.1,23.8,0.2,12.5,0.2,2015
"133","Florida","FL","South","South Atlantic","12",45495,247,0.467,0.003,872,4,33.1,0.4,23.6,0.2,28.1,0.2,14.2,0.2,2006
"134","Florida","FL","South","South Atlantic","12",47778,351,0.471,0.003,947,6,33.9,0.4,24.4,0.2,29.8,0.2,13.7,0.2,2008
"135","Florida","FL","South","South Atlantic","12",44299,406,0.4811,0.0037,949,6,36,0.5,23.3,0.2,28.5,0.3,14.1,0.2,2011
"136","Florida","FL","South","South Atlantic","12",47804,341,0.469,0.003,925,5,33.1,0.3,24.6,0.3,29.7,0.3,14.2,0.2,2007
"137","Florida","FL","South","South Atlantic","12",44409,324,0.474,0.003,947,5,35.5,0.4,24.2,0.2,29.5,0.2,14.4,0.2,2010
"138","Florida","FL","South","South Atlantic","12",52594,364,0.4859,0.0029,1128,5,33.3,0.3,18.5,0.2,22.9,0.2,12,0.2,2017
"139","Florida","FL","South","South Atlantic","12",59227,443,0.4808,0.0026,1238,7,33.1,0.3,18.1,0.2,22.7,0.2,11.5,0.1,2019
"140","Florida","FL","South","South Atlantic","12",55462,384,0.4887,0.0025,1182,6,33.3,0.3,18.5,0.2,22.9,0.2,12.1,0.2,2018
"141","Georgia","GA","South","South Atlantic","13",46832,401,0.461,0.004,738,7,30,0.5,20.9,0.2,23.9,0.2,11.7,0.2,2006
"142","Georgia","GA","South","South Atlantic","13",47829,628,0.4837,0.0035,850,6,31.4,0.4,18.8,0.2,22.2,0.2,10.8,0.2,2013
"143","Georgia","GA","South","South Atlantic","13",61980,437,0.4795,0.0041,1049,9,29.3,0.4,16.7,0.2,19.9,0.2,9,NA,2019
"144","Georgia","GA","South","South Atlantic","13",49321,543,0.4801,0.0034,882,7,31.1,0.5,18.4,0.2,21.6,0.2,11.1,0.3,2014
"145","Georgia","GA","South","South Atlantic","13",49136,488,0.464,0.004,768,7,29.6,0.4,20.9,0.2,24,0.2,11.1,0.3,2007
"146","Georgia","GA","South","South Atlantic","13",56183,572,0.483,0.0028,958,8,29.1,0.4,16.9,0.2,19.8,0.2,10,NA,2017
"147","Georgia","GA","South","South Atlantic","13",47590,414,0.469,0.004,800,7,31.3,0.4,21.1,0.2,24.4,0.2,11.4,0.2,2009
"148","Georgia","GA","South","South Atlantic","13",46007,454,0.477,0.0046,833,6,32.7,0.5,21.3,0.3,24.5,0.3,12.4,0.2,2011
"149","Georgia","GA","South","South Atlantic","13",50861,410,0.467,0.004,787,6,29.8,0.4,20.9,0.2,23.9,0.2,10.6,0.3,2008
"150","Georgia","GA","South","South Atlantic","13",46430,470,0.468,0.003,819,7,32.4,0.5,22,0.2,25.2,0.3,12.3,0.2,2010
"151","Georgia","GA","South","South Atlantic","13",47209,378,0.4809,0.0031,837,5,31.7,0.5,19.8,0.2,23.1,0.3,11.4,0.3,2012
"152","Georgia","GA","South","South Atlantic","13",51244,372,0.4801,0.0036,909,6,30,0.4,18,0.2,21.1,0.2,10.8,0.3,2015
"153","Georgia","GA","South","South Atlantic","13",53559,710,0.4813,0.0039,933,7,29.4,0.4,17.4,0.2,20.3,0.3,10.5,0.3,2016
"154","Georgia","GA","South","South Atlantic","13",58756,711,0.4822,0.0036,1008,9,29.9,0.5,16.9,0.2,19.8,0.2,10,0.3,2018
"155","Hawaii","HI","West","Pacific","15",64098,1574,0.425,0.009,1293,43,33.5,1.1,23.9,0.7,29.7,0.8,9.9,0.5,2009
"156","Hawaii","HI","West","Pacific","15",61821,1035,0.4301,0.0084,1308,34,34.4,1,24,0.7,29.7,0.8,10,NA,2011
"157","Hawaii","HI","West","Pacific","15",77765,1795,0.4455,0.0081,1573,36,33.2,1.1,20.1,0.5,25.5,0.7,10,NA,2017
"158","Hawaii","HI","West","Pacific","15",63030,1556,0.433,0.008,1291,32,33.5,1.1,23.7,0.6,30.1,1,10.1,0.6,2010
"159","Hawaii","HI","West","Pacific","15",61160,1162,0.438,0.009,1116,28,31,1.2,22.8,0.5,28.4,0.7,9.1,0.4,2006
"160","Hawaii","HI","West","Pacific","15",73486,2012,0.4346,0.0071,1500,41,33.5,0.9,20.8,0.5,25.7,0.8,10,NA,2015
"161","Hawaii","HI","West","Pacific","15",74511,1776,0.442,0.0072,1483,28,33.4,1.2,20.4,0.6,25.4,0.6,10,NA,2016
"162","Hawaii","HI","West","Pacific","15",68020,1523,0.44,0.0087,1414,32,32.9,0.9,22.3,0.6,27.6,0.6,10,NA,2013
"163","Hawaii","HI","West","Pacific","15",63746,1923,0.422,0.009,1194,26,31.6,1.2,22.1,0.7,28.4,0.7,8.8,0.4,2007
"164","Hawaii","HI","West","Pacific","15",66259,1628,0.4257,0.0064,1379,29,32.7,0.9,23.9,0.5,29.3,0.6,10,NA,2012
"165","Hawaii","HI","West","Pacific","15",67214,1868,0.428,0.01,1298,38,32.9,1,23.7,0.7,29.8,0.8,9.9,0.6,2008
"166","Hawaii","HI","West","Pacific","15",69592,1456,0.4325,0.008,1448,30,33.9,0.9,21.8,0.5,26.7,0.7,10,NA,2014
"167","Hawaii","HI","West","Pacific","15",80212,2020,0.445,0.0092,1613,40,31.6,1,19.7,0.6,25.3,0.7,9,NA,2018
"168","Hawaii","HI","West","Pacific","15",83102,2138,0.4397,0.0077,1651,49,32,1.2,20.4,0.6,26.4,0.8,9,NA,2019
"169","Idaho","ID","West","Mountain","16",51807,963,0.4503,0.0097,790,17,28.3,0.9,17,0.3,20.6,0.5,10,NA,2016
"170","Idaho","ID","West","Mountain","16",60999,1070,0.4337,0.0098,880,16,28,1.1,16.7,0.5,20.2,0.5,9,NA,2019
"171","Idaho","ID","West","Mountain","16",52225,871,0.4478,0.0103,822,16,28.4,0.9,17.6,0.4,21.3,0.5,10,NA,2017
"172","Idaho","ID","West","Mountain","16",46783,930,0.4376,0.008,725,12,29.1,0.8,18.6,0.4,22.6,0.5,10,NA,2013
"173","Idaho","ID","West","Mountain","16",42865,877,0.421,0.007,623,12,27,0.9,20.8,0.4,24.1,0.4,10.9,0.5,2006
"174","Idaho","ID","West","Mountain","16",44926,953,0.421,0.008,694,13,29.3,0.9,20.9,0.4,24.8,0.4,10.7,0.6,2009
"175","Idaho","ID","West","Mountain","16",43490,1005,0.433,0.009,683,13,30.5,1.1,20.6,0.4,24.7,0.4,10.6,0.5,2010
"176","Idaho","ID","West","Mountain","16",43341,1320,0.432,0.0087,689,11,30.9,1.2,20,0.4,24.7,0.6,10.3,0.6,2011
"177","Idaho","ID","West","Mountain","16",47861,1275,0.4541,0.0111,755,16,28.6,0.8,18,0.4,21.6,0.5,10,NA,2014
"178","Idaho","ID","West","Mountain","16",55583,915,0.4454,0.0106,848,16,28.3,1.1,17,0.4,20.9,0.5,9,NA,2018
"179","Idaho","ID","West","Mountain","16",45489,929,0.4302,0.0089,702,14,30,0.9,19.4,0.3,23.6,0.5,10,NA,2012
"180","Idaho","ID","West","Mountain","16",46253,755,0.436,0.01,654,11,26.8,0.9,20.2,0.4,23.7,0.4,10.1,0.5,2007
"181","Idaho","ID","West","Mountain","16",48275,1093,0.4525,0.0105,770,15,28.5,1.2,17.9,0.4,21.6,0.6,10,NA,2015
"182","Idaho","ID","West","Mountain","16",47576,961,0.419,0.008,690,12,28,0.7,20.6,0.4,24.3,0.4,10.3,0.5,2008
"183","Illinois","IL","Midwest","East North Central","17",69187,585,0.48,0.0032,1020,8,28.1,0.3,17.8,0.1,20.6,0.2,12.2,0.2,2019
"184","Illinois","IL","Midwest","East North Central","17",53966,404,0.469,0.004,828,5,30.6,0.4,22.2,0.2,25.5,0.2,13.5,0.2,2009
"185","Illinois","IL","Midwest","East North Central","17",53234,511,0.4718,0.0035,859,5,31.7,0.4,22.3,0.2,25.6,0.3,14,0.2,2011
"186","Illinois","IL","Midwest","East North Central","17",60960,389,0.481,0.0028,950,6,29.3,0.3,18.7,0.2,21.5,0.2,12.8,0.2,2016
"187","Illinois","IL","Midwest","East North Central","17",54124,370,0.466,0.003,783,5,30,0.4,22.5,0.1,25.7,0.2,13.7,0.1,2007
"188","Illinois","IL","Midwest","East North Central","17",52006,274,0.462,0.004,761,5,29.7,0.4,22.6,0.2,25.8,0.2,14,0.1,2006
"189","Illinois","IL","Midwest","East North Central","17",62992,544,0.4818,0.0028,974,6,29.4,0.3,18.6,0.1,21.3,0.2,12.9,0.2,2017
"190","Illinois","IL","Midwest","East North Central","17",56210,403,0.4824,0.0031,885,5,29.8,0.3,19.9,0.2,23.1,0.2,13,0.2,2013
